name,mz,rt,W03.01,W30.01,W30.02
M394T73,394.0064405,73.0465,536.1639048,486.5378342,455.026
M394T564,394.0726446,564.2655,7697.8677,5317.826174,7260.687842
M394T602,394.072337,602.455,23029.89567,20199.05524,21773.13928
M394T541,394.0717309,541.338,8534.235079,3345.714976,8331.241815
M394T463,394.0711267,463.319,6839.457199,1706.628514,5613.266846
M394T937,394.0833268,936.6715,3524.881412,896.7308377,3774.683333
M394T735,394.0878108,734.529,707.8688477,457.7780815,850.4455566
M394T560,394.0988982,560.262,1354.688125,2826.256561,3059.537476
M394T56_1,394.1124856,56.316,5009.198251,10726.96844,4991.443667
M394T543,394.117143,542.5375,563.598,1307.653331,786.8517143
M394T679,394.1677243,678.542,2695.41,561.954834,1069.60339
M394T861,394.1906175,860.999,4066.3918,594.1966297,3109.959188
M394T55,394.1998478,54.648,2421.026894,2196.7775,1447.669125
M394T565,394.2206246,565.004,2130.039182,1504.5875,1251.732529
M394T56_2,394.2312536,55.619,2452.131646,4171.161429,1349.36
M394T545,394.2280852,544.7145,1969.692891,2120.568667,1683.544471
M394T76,394.2400881,76.252,3246.277778,5361.264615,2326.965
M394T355,394.2411357,355.316,2084.867513,1242.421494,756.06675
M394T75,394.2671215,74.7565,5709.242,15322.35407,5688.225
M394T110,394.2654577,109.721,2619.060725,69113.57253,1143.522
M394T294,394.3020781,294.189,3169.738832,9634.412889,2520.956812
M394T57,394.3186292,57.2495,41743.29765,71542.786,15742.80739
M394T1334,394.3494985,1334.07,1623.9075,2249.850909,2027.170526
M394T1364,394.3499271,1364,2193.801217,1917.149474,2215.411377
M394T56_3,394.3493486,55.6445,17493.91977,35202.439,13472.13273
M394T1288,394.348889,1288.12,1597.935,1660.131053,1822.620117
M394T15,394.3498456,14.51,2960.293744,1955.148,3054.515462
M394T51,394.3657739,50.8725,42553.49429,83231.085,27340.3215
M395T110,394.5161619,110.49,1611.152381,17786.30768,960.376277
M395T56_1,394.7330637,56.422,322.1282959,1403.214558,527.7500868
M395T573,394.9017643,572.5285,686.4589167,165.1042969,1008.8525
M395T533,395.0222443,532.8405,9034.81,1792.972,9343.568
M395T735,395.091223,735.3825,828.6821507,442.9332886,999.0364583
M395T56_2,395.1150464,55.6485,2024.449625,2828.400667,1782.368
M395T744,395.1123405,744.252,1601.775146,420.3898815,1302.926333
M395T564,395.1329122,563.552,1241.378937,420.6061198,478.1714286
M395T678,395.1703353,678.423,1774.027817,1442.494856,1861.108608
M395T393,395.1768085,392.9485,5966.853981,587.4955,6940.077161
M395T667,395.2126599,667.003,1336.92675,1974.003733,1101.567273
M395T54,395.2118827,54.047,3445.738403,7304.181407,2641.149893
M395T74,395.2505758,74.424,4665.49875,4907.968,4761.693176
M395T78,395.2773253,78.1105,14829.74242,18697.00826,2324.502522
M395T294,395.3076753,293.881,1036.969103,2353.2294,981.5970808
M395T56_3,395.3282371,56.4335,123437.9479,172858.6367,121024.0114
M395T73,395.3287475,72.9725,46582.99765,78993.68743,22760.09734
M395T64,395.358523,63.862,2400.339536,78831.83472,20417.4425
M395T51,395.3682203,50.903,11107.6895,21484.032,7507.71625
M396T533_1,395.5233774,533.019,1774.687273,541.0742857,1371.444187
M396T43,396.0134887,43.305,503.2468516,621.2163179,1410.686667
M396T533_2,396.0207553,533.019,3003.777857,623.2327036,3197.439588
M396T631,396.067455,631.192,3965.967,1514.765,4362.853636
M396T798,396.0637776,797.68,704.409356,318.9378008,776.9809299
M396T40,396.1001327,40.339,377.5926884,406.4411058,548.1528437
M396T375,396.1034356,375.3415,10153.64878,1661.809579,27428.2461
M396T56,396.1085647,55.637,635.208,1327.214221,497.676
M396T391,396.1608146,391.072,3782.405789,2029.144,2166.921316
M396T44,396.166722,43.7585,866.9,543.484,483.9479006
M396T72,396.1915582,71.629,5850.157889,2068.196,6047.2345
M396T669,396.2207271,669.328,1940.615524,1346.844177,1977.588064
M396T54,396.2538997,53.848,1155.322,2867.396364,36633.93541
M396T73,396.2830479,73.47,8072.3825,9337.67275,4478.957857
M396T59,396.3304578,59.449,200382.0322,362343.7033,208226.455
M396T63,396.3635434,63.481,268.3508377,20221.17625,5967.84375
M396T52,396.3792912,51.9,2513.4906,5499.380923,2475.700026
M396T642,396.3945551,641.7285,777.9886923,235.165809,1202.359941
M397T573,396.7877054,573.257,6363.357048,3906.845625,6723.62945
M397T642,396.9023306,642.457,763.0589355,605.2423248,922.1968125
M397T831,396.9858987,830.7925,1096.941753,737.7251994,1080.063363
M397T674,397.0432308,674.496,4415.136429,103.9825287,2892.009611
M397T562,397.0732012,562.0215,3914.446683,1523.792731,2429.097656
M397T376,397.1064143,375.512,2046.042474,419.3273544,5611.282039
M397T390,397.1636006,390.395,845.4858805,208.0950579,570.6795898
M397T442,397.1702409,441.6395,1334.190917,493.1836476,653.688
M397T60,397.1982547,60.168,86405.09024,169825.9908,77579.54235
M397T66,397.2542212,65.519,2639.074617,4482.436708,1629.375
M397T72,397.2674337,72.252,4475.544462,8006.582897,4449.754715
M397T56,397.2922749,56.234,44557.95269,18249.264,8406.282167
M397T399,397.3036446,399.463,7296.12681,2831.4,4434.741864
M397T59,397.3323368,59.451,36792.08103,61515.6575,35902.22154
M397T54,397.3794698,53.9565,6294.956182,12442.1294,17023.42189
M398T1214,397.910271,1214.215,1684.607826,2949.295588,1174.7222
M398T392,398.0272317,392.165,1876.379765,3500.25585,2770.921969
M398T533,398.0303732,533.393,25808.35765,14262.36071,27206.29467
M398T375,398.1035122,375.4595,1005.340667,328.8138794,2314.475767
M398T592,398.1392633,591.566,6933.302143,1081.991167,7503.388182
M398T709,398.1639386,708.96,1209.164429,1198.173475,1274.123138
M398T60,398.2021732,60.1595,19684.8052,39983.16007,21118.12
M398T372,398.2279788,372.5,6554.324636,6781.556957,10921.13618
M398T55,398.2324692,54.6235,3863.8431,12440.19657,4300.980697
M398T45,398.2536713,44.964,1761.022174,988.3731918,584.97
M398T76,398.2665114,75.764,7678.167611,4397.681538,1395.905143
M398T56,398.2949151,55.6485,2978.0361,6365.4682,2390.57
M398T72,398.298075,71.7605,9156.411667,15355.83333,8264.104875
M398T400,398.3068387,400.154,2245.454444,1089.610858,1666.985016
M398T308,398.3244117,307.864,9890.2395,8952.166714,1484.647667
M398T286,398.3246815,286.3685,9967.90545,1058.135128,3148.237601
M398T59,398.335432,59.449,7111.655,10828.69714,7336.608107
M398T54,398.3821092,54.0135,3805.738425,6472.633702,915.7738182
M399T576,398.7668296,576.199,9140.4208,8097.28668,7416.400125
M399T791,398.8077201,790.96,688.712,685.3410909,779.9541818
M399T643_1,398.922068,642.533,6812.88495,4885.94936,11709.71574
M399T52,398.9960465,52.309,1213.832286,8709.066,1521.3768
M399T735,399.0107506,734.882,880.39125,156.078457,1264.3862
M399T533,399.0311998,533.393,2727.681429,1268.96,2350.282
M399T557,399.0786774,557.276,26286.8015,6839.17012,20515.199
M399T540,399.0782823,540.429,7755.26675,2546.714017,6465.050833
M399T306,399.0901003,305.9335,790.2741165,671.7130381,505.7166461
M399T382,399.125001,381.508,1342.327833,825.7030357,1802.056471
M399T1008,399.1408345,1007.67,1418.463094,979.9239032,2952.721655
M399T987,399.1428156,987.258,1899.720842,1706.550677,2204.804
M399T54,399.1507849,53.968,3287.430817,1745.1164,465.2928
M399T42_1,399.175756,41.543,4389.35,4203.030533,2567.328353
M399T657,399.1836397,656.7615,910.7739694,561.1020857,952.9714286
M399T629,399.1966199,628.949,4648.775632,839.9420055,1680.352395
M399T59,399.2060412,58.733,2997.913333,8711.716,4932.435947
M399T372,399.2314443,371.889,1658.403369,1692.201,3186.411382
M399T42_2,399.2387747,42.458,3053.413615,3077.309588,3024.272599
M399T78,399.2561677,78.174,10295.91344,3229.018773,20341.6769
M399T643_2,399.3049142,642.509,860.5986667,9513.845588,810.56355
M399T77,399.3064242,77.121,10977.86905,5826.4735,6168.892667
M399T62,399.3226691,61.642,19056.85116,43324.06553,10265.43176
M399T308,399.3270718,307.864,2139.744,3286.573683,2844.544085
M399T1346,399.3445501,1345.845,5836.994648,6229.286,5394.375822
M399T1374,399.3445414,1373.84,6587.728302,7872.797778,6637.920471
M400T58,399.5904753,57.854,585.1099491,11690.43544,1320.645452
M400T1184,399.9092606,1183.865,1352.725807,1411.220093,1902.323256
M400T1223,399.9083091,1223.085,887.3555556,1623.465455,838.5727905
M400T677,400.0005157,676.6965,1090.56675,264.2512207,769.7482941
M400T533,400.0258892,533.374,3923.92381,2253.69,3800.402588
M400T891,400.0239671,890.833,777.9133952,416.6508484,866.45824
M400T556,400.0821696,556.344,4136.463917,1326.246893,3939.66
M400T805,400.0954222,805.153,11947.716,646.8933105,21690.55
M400T758,400.0955628,758.402,2463.863231,630.2463191,1803.3095
M400T41,400.1798608,40.966,868.962,1254.643,499.1426667
M400T629,400.1990368,628.9965,1392.38375,692.9697044,816.4004549
M400T316,400.2055389,316.4235,3779.733095,710.89935,3159.85565
M400T65,400.2294715,64.6345,2256.372331,2790.481638,736.7563636
M400T56,400.3031062,56.487,4261.3736,8302.454595,3319.844
M400T77,400.3221683,76.5395,3470.22,9969.130588,5192.055
M400T306,400.3400984,305.8625,68676.932,44289.26667,7891.716462
M400T277,400.3410608,276.62,83007.68689,1537.152354,11631.46615
M400T291,400.3410748,290.9035,59108.62035,2245.340727,10102.2623
M400T53,400.3394273,52.671,3469.0778,12684.42876,5840.511424
M400T1356,400.3478301,1355.89,1857.393913,4103.5052,2259.148882
M401T575,400.7652238,575.266,3501.086029,2924.12064,3315.1164
M401T643,400.9009131,642.533,5233.800952,3700.561,7626.224444
M401T547,400.9539017,546.7525,2012.381733,596.6475307,2190.23
M401T569,400.9655778,569.342,960.5304706,296.5596134,2281.282205
M401T805,401.0992493,805.171,1691.159353,871.3072791,2367.33975
M401T543,401.0968151,542.776,897.3208136,474.3564715,865.681375
M401T388,401.1268403,388.1875,1076.819333,197.6083206,666.5048828
M401T54_1,401.1283324,53.959,1099.646059,2150.73466,1681.27365
M401T474,401.1330705,473.721,781.6586923,141.5343018,1188.332625
M401T43,401.1492876,43.238,3605.666842,4287.39,2988.522667
M401T53,401.2184126,53.267,1639.825703,3659.842712,1462.561163
M401T542,401.2371426,541.642,2430.324,671.1377686,1031.879222
M401T72,401.2381197,72.3515,2214.329692,3719.269583,1561.9064
M401T60,401.2833264,59.6605,3162.235385,9873.173333,3552.081818
M401T54_2,401.2996995,54.0245,9151.364856,6012.740833,5041.55127
M401T78,401.3219947,78.466,15920.55305,7945.198333,5873.908462
M401T179,401.3237472,179.202,2725.547158,12737.89358,1290.639077
M401T56,401.3390577,55.622,7582.6647,14701.64744,4376.693778
M401T275,401.3429478,275.35,22425.907,733.0798065,3557.109857
M401T291,401.3435286,291.2,13694.91445,3537.322897,2646.5416
M401T306,401.342525,305.867,17779.23238,12686.07939,3354.838105
M402T883,402.0530428,882.544,1943.761,2004.882241,1929.170115
M402T391,402.1103733,391.0755,3491.685536,704.7727295,2927.117478
M402T43,402.1526409,43.3055,784.0692857,890.2425,620.144
M402T633,402.1566395,633.3,840.9647059,782.9554356,1086.821667
M402T547,402.2118686,546.7635,482431.6222,34531.357,493732.7963
M402T369,402.2092783,368.936,4162.119048,866.0483232,3571.308
M402T79,402.2094517,78.8255,3883.796,4118.329412,3259.337143
M402T484,402.2305231,483.603,6422.463158,3630.240316,3637.338526
M402T698,402.2271295,697.6555,1992.879652,870.4927436,5524.000085
M402T556,402.245897,556.323,971.28,638.8803489,1663.033846
M402T721,402.2440934,721.175,2376.237003,789.178801,785.7766667
M402T77_1,402.2460787,77.376,2074.713333,1685.979727,3757.564723
M402T53,402.3082065,53.414,2871.899109,3010.527,1153.591658
M402T77_2,402.3188044,76.645,3999.413333,6367.925235,5025.821538
M402T182,402.3277302,181.538,863.3911765,4227.600667,670.5913416
M402T306,402.3458587,305.8915,2435.061,1462.076543,432.7570648
M402T280,402.3466048,279.59,4243.061352,957.075796,1136.515263
M402T55,402.3521617,54.807,3373.771498,6650.799511,1891.662143
M403T698,402.7284866,698.247,758.9383802,93.84117126,1968.600522
M403T643,402.8804479,642.6195,28272.58105,19705.13376,35827.65332
M403T297,402.9592967,296.81,957.1833333,435.0108032,720.0679118
M403T678,402.9581399,677.821,602.8145106,154.3873998,475.6735738
M403T557,403.0120365,556.8925,2531.104538,973.2175909,2285.5495
M403T775,403.0787364,775.2095,2294.873983,973.9136408,2379.178773
M403T44,403.1084992,43.973,663.1951432,703.1148182,580.4715614
M403T761,403.1300445,760.622,10205.59627,1543.212667,10503.15133
M403T717,403.1311407,717.443,2907.282857,758.9136364,3237.033464
M403T455,403.1318872,455.2145,1007.59006,665.9293137,1581.62878
M403T331,403.1449647,331.032,670.1859919,271.8610927,1391.986154
M403T376,403.2049663,375.672,1531.278833,1084.284835,2540.028273
M403T75_1,403.2088642,75.258,2960.255412,3420.974233,2202.772854
M403T547,403.213902,546.7635,82356.402,7440.746538,83612.824
M403T781,403.2147457,781.481,697.0625,430.9981689,440.2915
M403T51,403.2299326,51.274,3598.660059,10852.3565,3061.709557
M403T72,403.2541729,71.74,1880.319,5328.640143,8818.5461
M403T54,403.2758742,53.613,3373.58222,4925.593462,1460.770278
M403T68,403.3041087,68.144,4829.463494,3914.233364,1370.39175
M403T75_2,403.3385268,75.153,17398.0932,16468.5552,12664.68195
M403T306,403.347673,305.727,480.1869873,376.6686076,307.8351563
M403T57,403.4252643,57.211,1938.933163,1957.176667,2268.95625
M404T78,403.7925486,78.373,3451.96,3869.870949,4325.988
M404T51_1,403.8606029,51.1205,13863.70156,72872.08473,5171.0715
M404T643_1,403.880373,642.609,2156.558437,2570.454159,3056.073833
M404T54,403.9273398,53.951,2840.8896,14124.55575,3291.768333
M404T641,403.9857746,640.734,1028.386421,694.4947959,1992.0438
M404T849,404.0231738,848.842,1576.97085,132.7054688,970.4301176
M404T472,404.0459733,471.7135,1112.273313,541.4521857,821.6547778
M404T748,404.0547452,748.44,1514.68075,581.2340617,1260.261497
M404T51_2,404.061365,51.43,17516.001,109343.0125,6247.535625
M404T718,404.1283484,717.654,16431.94046,3556.698526,10428.331
M404T299,404.1393303,298.7585,25154.206,1609.987455,13925.48589
M404T761,404.1328553,760.8415,2044.980211,419.3610114,2919.908143
M404T389,404.139951,388.8975,11292.576,1062.260353,10008.73005
M404T643_2,404.1503275,642.774,1529.531438,493.6436244,931.0275
M404T860,404.1738222,860.346,3293.94,554.1167643,2883.351833
M404T62,404.2035442,62.363,3424.626364,5756.018021,3089.111538
M404T547,404.2154319,546.7635,13670.48786,1439.807062,13674.99375
M404T79,404.2234888,79.115,13643.41293,1783.444717,28578.29319
M404T220,404.2227281,220.0635,2465.466667,94641.7763,5068.703571
M404T52,404.2617423,52.352,13013.42177,79081.93043,4412.3905
M404T360,404.2841425,359.814,338.6933594,143.3872164,189.8589431
M404T279,404.3091585,278.5835,895.4434667,810.1562622,1335.900588
M404T53,404.329415,52.673,1038.958143,1082.952,6667.183807
M404T75,404.3430605,75.1125,5515.68425,7588.038273,3749.837389
M404T51_3,404.4063997,50.67,14818.05714,52350.93825,12681.70044
M404T51_4,404.4622232,51.1035,4417.755,16187.00667,528.788208
M405T791,404.8161041,791.1105,1245.327273,2119.208667,1992.1355
M405T643,404.8846312,643.388,908.7066429,695.711299,1065.043929
M405T299_1,404.9171766,299.078,1847.772,1226.310167,568.4103333
M405T806,404.967265,805.958,611.315875,447.7926401,1090.048059
M405T618,404.9747958,617.6255,323.0401204,110.1659851,338.2696126
M405T803,405.0067572,802.7565,2949.950882,403.8899828,4610.761711
M405T889,405.0074417,888.508,823.13,131.5394022,863.493
M405T911,405.0929937,910.622,74843.47139,1615.629973,82292.35269
M405T56_1,405.1177977,55.622,2197.2717,5469.357882,2483.979875
M405T718,405.1305356,717.7635,2962.193333,727.7854146,1807.371429
M405T389,405.1424697,389.2775,2450.511429,448.7953597,2259.2226
M405T299_2,405.1421487,298.7025,4191.624737,617.7494473,2830.461813
M405T634,405.1467088,634.489,1524.612158,1053.084714,1149.132915
M405T875,405.1587645,875.035,3657.770062,511.7760938,2244.025815
M405T746,405.206262,745.546,762.10225,510.3705597,1239.496744
M405T547,405.2177369,546.7635,1911.021429,562.2173123,1867.401667
M405T686,405.2175465,686.174,921.5494444,488.4786621,1338.970588
M405T40,405.2249693,40.402,1387.183484,1665.475364,739.3133945
M405T221,405.2257834,221.376,1014.250648,25273.42593,1498.737535
M405T51_1,405.2410384,51.4805,1684.206903,2612.560501,2858.760818
M405T56_2,405.2717193,55.6445,36188.37857,242348.8351,26694.318
M405T55,405.3543133,54.8435,7830.82075,17478.1485,2862.734413
M405T79,405.3539442,78.7605,20077.3375,29438.76747,15055.59273
M405T51_2,405.4097717,50.828,4854.657111,13591.29111,2935.688833
M406T56_1,405.5218285,55.6485,28848.9,211382.0696,25963.61143
M406T56_2,405.7731833,55.644,17109.48238,121830.2528,13392.64333
M406T533,406.0134977,533.393,1727.071438,1097.187875,1706.6745
M406T56_3,406.0242928,55.6205,6696.471429,43089.66071,5165.138333
M406T546,406.0760645,545.534,9231.266619,2812.8195,7816.725
M406T791,406.0894707,791.221,1171.98901,1459.383025,555.0605625
M406T670,406.1072806,669.8395,1300.007603,468.9290248,1441.297286
M406T564,406.1236953,563.9275,15320.83429,2449.462364,14496.26231
M406T56_4,406.1213309,55.601,439.7051239,897.039,666.4057143
M406T806,406.1296843,805.579,9466.567895,2015.56575,8826.817267
M406T687,406.1292516,686.951,13304.81627,2272.27862,9161.622381
M406T713,406.1284951,713.259,12230.93758,2706.960675,13270.18459
M406T52,406.2500888,51.6275,8315.398,19289.62549,6819.55275
M406T269,406.2768761,268.799,1752.346511,3140.87625,1127.134385
M406T55_1,406.27526,55.303,2903.559825,15029.72167,2288.266968
M406T78,406.3568522,77.671,5803.715556,7365.675778,4416.903333
M406T55_2,406.3559995,54.8435,3656.376333,6129.942,2600.696064
M407T64_1,406.7828233,63.949,55857.21483,46576.94167,28620.59891
M407T544,407.0734448,543.5225,35274.98905,5132.533615,26094.75016
M407T558_1,407.0729552,557.925,29130.01115,8304.75,23679.18548
M407T871,407.1208415,871.316,2011.508219,274.8411653,2145.777548
M407T58_1,407.1324762,57.5555,9192.2,32715.77663,12563.49429
M407T564,407.1253702,564.272,3043.28,486.9357778,3269.2
M407T806,407.1326297,805.74,1555.897632,302.5876465,1625.807105
M407T687,407.1330547,686.6385,1130.496667,817.5150146,1899.066925
M407T533,407.1634463,532.6735,1573.2717,607.5865784,1921.676522
M407T546,407.1643562,546.399,1920.59055,905.080545,1938.793945
M407T484,407.1852496,483.579,1495.777957,626.9395329,782.954
M407T356_1,407.2171011,356.037,468.5085714,1138.4135,897.2619231
M407T424,407.2360486,424.31,1431.2108,627.2288683,913.4426
M407T558_2,407.2357587,557.826,1161.315761,662.1010208,697.1194458
M407T52,407.2543312,51.549,4850.652429,32503.16311,7573.07979
M407T64_2,407.2855186,63.954,14509.07714,57878.14,15968.27562
M407T356_2,407.2881547,355.794,993.1990779,746.4982387,577.5688333
M407T58_2,407.3336788,58.011,18929.6055,43467.1545,22896.39429
M408T65_1,407.7858885,64.551,4397.248571,9110.259667,3989.091429
M408T641,407.9448408,641.051,1721.552412,577.7728688,1789.633269
M408T798,408.004433,798.417,1067.983556,317.1659139,1853.082
M408T543,408.0767884,543.4185,6116.613421,1768.79513,6116.09081
M408T558,408.0774134,557.9925,3747.4574,1720.185991,4867.676697
M408T839,408.1061182,839.317,922.7517778,365.89199,1385.582381
M408T57,408.1361278,57.205,2485.1736,5447.0892,3209.223706
M408T707,408.1444839,706.764,5945.139667,888.117218,5659.1626
M408T999,408.1756133,998.714,1710.094,892.5551147,733.7612857
M408T1086,408.1756913,1085.56,1995.684516,1518.711256,1011.54375
M408T791,408.1769768,791.21,4972.71167,2848.268404,5198.972656
M408T806,408.1773542,805.548,6186.735877,2406.495,20821.1956
M408T355,408.176128,355.036,2194.118733,5412.540673,19239.78657
M408T851,408.2061776,850.556,765.2688462,1440.843334,2409.621785
M408T65_2,408.2156617,64.675,1980.585004,2003.993063,1288.814
M408T363,408.248384,362.5905,15466.89816,16225.11786,23113.38073
M408T460,408.2563247,460.2395,2257.090875,575.0414429,818.2934293
M408T76,408.2525909,76.063,2000.867077,14608.56518,1614.944444
M408T58,408.2919979,58.0925,4462.521002,4368.211818,1026.256
M408T53,408.32863,53.178,7710.92525,15127.20269,7321.072706
M408T55,408.3653139,54.802,13982.27147,50027.3281,13059.57683
M408T1327,408.3643437,1326.82,1164.764359,4175.266667,1127.16
M408T1367,408.3658855,1367.25,1468.680664,3968.816604,2246.738824
M408T1292,408.366434,1292.39,1103.693333,1104.3375,1293.630261
M409T52_1,408.7750109,52.3985,6364.581,21714.4305,2399.516889
M409T850,408.9768242,850.046,756.9230769,226.7115432,890.7683716
M409T831,408.9888775,830.727,698.0004883,292.8548024,945.5752373
M409T53_1,409.0262584,52.623,4385.925833,24183.48713,2182.6215
M409T890,409.0892423,889.691,6238.155368,773.3224106,6065.911972
M409T557,409.109454,556.5345,5122.727429,1906.134131,2462.360667
M409T707,409.1468311,706.833,1001.288357,1439.181588,995.0630556
M409T672,409.1616205,672.337,1900.590438,674.0625641,440.492
M409T52_2,409.2274377,52.443,7953.487533,34530.20127,8180.7084
M409T362,409.2508851,362.054,3763.499409,3570.553125,3166.302857
M409T78,409.2570148,77.8615,20351.36739,33922.76984,9222.278046
M409T573,409.2689802,573.1565,15299.35381,17633.3421,14201.8088
M409T53_2,409.2744219,52.803,2850.253167,16487.31218,16039.23659
M409T70,409.2851959,70.2935,10655.71576,23666.63393,6276.864
M409T65,409.3075676,65.353,80387.56974,96671.99208,53111.13975
M409T55,409.3690395,54.855,4044.61875,21894.55513,3821.3785
M410T54_1,409.8632789,53.959,605.1489563,8802.670049,338.1973022
M410T73,409.9958092,72.948,551.448,1051.45125,512.82
M410T820,410.023856,820.1705,791.3178711,127.6205444,807.9979089
M410T56,410.0381918,55.771,1170.356667,3122.942167,1016.618429
M410T472_1,410.0517874,471.613,988.2101949,424.298584,916.0524902
M410T54_2,410.0630348,53.959,1265.780333,11312.6195,1086.202209
M410T792,410.0712462,791.982,1253.981396,305.4883626,1266.2705
M410T544,410.1004495,543.574,1285.118103,272.8547363,922.5683333
M410T678,410.1404336,678.077,1254.639241,758.1709407,1017.133918
M410T75_1,410.1616254,75.1505,8540.401429,3270.546,4676.394
M410T672,410.1644103,672.3845,786.0167894,521.6480901,788.1120431
M410T472_2,410.1874065,471.925,3357.102412,782.7719939,3957.247737
M410T352,410.1902966,352.43,5437.331892,2270.770667,4910.016889
M410T54_3,410.1935379,53.9215,3483.925049,2864.7135,3761.973649
M410T685,410.2359266,684.735,1464.87925,1052.129517,1115.766667
M410T53,410.231171,53.0605,2771.035222,10972.70267,3437.91875
M410T364,410.2533145,363.994,1153.648236,598.1063077,1020.344275
M410T75_2,410.2635941,75.192,4032.1118,7415.2,2635.23
M410T573,410.2732074,573.159,3843.111774,4076.235641,3790.738923
M410T65,410.3101071,65.1075,107490.4525,187727.2044,14813.21758
M410T59,410.344603,59.454,149007.475,424453.7033,189937.9948
M410T58,410.3938735,58.127,8583.305461,4626.38006,2046.745714
M411T77,410.8005216,77.1,987.1793518,2031.16024,1293.264286
M411T806,410.9775173,806,5911.326952,331.081926,5522.65
M411T73,411.0013041,72.9445,558.4636688,652.6872253,758.0251628
M411T388,411.0174099,388.1965,1402.127036,703.4988235,1348.193368
M411T544,411.0537036,543.7885,1384.172778,494.1835938,1314.205
M411T677,411.1171742,677.291,972.3205833,349.287571,932.941569
M411T63,411.1244058,63.0375,1059.251117,2966.52,908.4931875
M411T496,411.1375103,495.978,1314.664385,239.735555,505.78
M411T75,411.1645522,75.033,5000.716975,3452.805496,1807.764214
M411T52_1,411.1776458,51.5055,2049.605549,8485.063295,1647.2357
M411T74,411.2447947,73.89,2061.462722,3506.808946,3594.394009
M411T70,411.3015973,69.514,31958.57611,27179.53,23730
M411T56,411.3232221,55.697,305338.4914,654432.0824,135722.0762
M411T59,411.3470836,59.451,23570.504,58699.81,32107.59
M411T52_2,411.3901405,51.563,1199.558429,3941.919458,1619.181886
M412T571,411.8952181,570.942,1155.459188,160.5321121,1220.075313
M412T783,412.0335592,782.7845,537.4173529,289.9391799,425.2172607
M412T557,412.0550514,557.112,1833.035625,1363.883653,899.2109
M412T769,412.0757046,768.784,990.2505263,280.9717163,1759.050611
M412T558,412.0838285,557.801,9327.3004,1837.501556,7362.783167
M412T685,412.0997082,685.165,1129.118042,650.3502895,504.2701
M412T564,412.1283482,563.5485,3138.653846,1813.619904,2817.831938
M412T41,412.1431472,40.6725,2112.362353,760.9665,1084.626923
M412T75,412.1586333,75.233,1122.771143,1219.125806,727.0125809
M412T331,412.2064583,330.717,47824.68165,56487.13984,27776.79877
M412T367,412.2436982,366.5545,1140.848392,1205.970529,1808.748333
M412T53_1,412.2742986,53.01,4010.439462,37949.04342,30378.20984
M412T74,412.2777426,74.234,2941.52,5238.97,3437.58
M412T77,412.3046339,76.936,8080.204,20162.3425,8648.563416
M412T56,412.3260675,55.725,91773.67644,187384.1098,64624.51443
M412T304,412.3390666,304.1485,518.5503333,886.2673611,137.2755055
M412T274,412.3393346,274.008,1325.714273,596.1480225,490.6941417
M412T59,412.3498071,58.773,10606.33106,16691.65331,14205.46985
M412T54,412.3751276,54.035,7579.7046,15796.48964,7047.967286
M412T53_2,412.4401463,53.032,2667.473,27316.12157,6807.061558
M413T52_1,412.6074233,52.354,1566.003,15506.4077,372.7933884
M413T573_1,412.7621249,573.012,24825.56239,5863.138842,28037.93488
M413T285,412.7651622,284.5145,32584.10603,17180.59283,8936.736625
M413T78,412.8063111,77.7565,3539.268571,9125.564167,3421.366667
M413T573_2,412.8183894,572.677,1939.296882,5903.170956,2236.734118
M413T52_2,412.8645082,51.534,862.07,6832.519112,426.9613647
M413T806,412.9406902,806.067,4535.539643,501.7618234,4050.726667
M413T472_1,413.0377751,471.558,1969.45815,801.164,1747.871591
M413T880,413.039037,879.9375,3958.375314,485.5119243,5670.407077
M413T53,413.0689248,53.111,1452.547714,5833.6668,1208.140865
M413T769,413.0780046,768.611,587.4728027,370.793825,684.8438881
M413T557,413.0812564,556.804,25767.75557,6877.393,31205.22189
M413T73,413.107733,73.2765,644.3629282,1000.98429,761.0371176
M413T564,413.130198,563.552,1046.592857,600.8347982,1128.312833
M413T472_2,413.1865847,471.709,4329.621947,455.5157471,7191.945
M413T60,413.1926615,60.169,7917.857211,14190.28193,8349.310588
M413T329,413.211447,328.716,7534.072,3280.038,3491.26375
M413T1155,413.2637773,1154.65,6477.66,8150.484375,4142
M413T1185,413.2639363,1184.505,2159.616,2321.81558,9119.823696
M413T55,413.3009494,54.844,24303.35018,21281.9356,6996.748895
M413T69,413.317501,68.827,44421.58938,104655.509,49346.68032
M413T56,413.3366397,55.622,24925.68037,65887.11969,15686.92082
M413T1323,413.3603438,1323.26,1868.598312,1798.47584,1844.223398
M413T1347,413.3601768,1347.325,1477.062,1394.03,1946.434509
M413T54,413.377776,53.9615,3970.08461,7367.965556,3290.300599
M414T573,413.7643232,572.829,1211.4368,357.0015096,1747.483125
M414T643,413.8703279,642.533,906.7148462,779.3830078,2128.240154
M414T60,413.9117025,60.192,38055.8,53539.87867,31073.42933
M414T533,413.9959582,533.393,23949.92688,10158.70214,23793.32471
M414T394,414.000805,393.898,1088.530916,1465.707773,789.009375
M414T798,414.0131393,798.2875,1720.723,582.9634916,2545.875211
M414T660,414.0385231,659.977,2343.007294,541.266,2315.829706
M414T556,414.0849994,556.41,6293.208353,1824.699454,3904.126839
M414T564,414.1267211,563.553,1048.627167,283.7195696,1030.719299
M414T498,414.1746029,498.468,2005.591618,978.7538818,1500.366667
