"name","mz","rt","QC11","EC6225","EC567","EC5A1395","EC4604","EC7542","EC6108","ECA558","EC4385","EC6305","EC6893","ECFA123","EC6659","EC3768","EC4286","EC8457","QC14","EC4193","EC4483","EC7371","EC4171","EC6614","EC6731","EC4771","ECA1356","EC4086","QC16","EC4338","EC47A2049","EC4602","EC6559","EC6304","QC17","EC4105","EC4532","EC4235","EC3703","EC8367","QC18","EC7603","EC6562","EC6402","EC7244","EC6634","EC3938","EC3687","EC4224","EC7154","EC4619","EC25A1596","EC7549","EC6808","EC3677","EC25A1594","EC7233","EC4270","EC3826","EC7599","EC6408","EC7426","EC6A1200","ECFB147","QC22","EC7415","ECFD103","EC6120","EC6561","QC23","EC6594","EC53A2215","EC47A2046","EC6557","EC6517","EC7221","EC4365","EC4182","EC4455","EC17A1458","EC4641","EC6364","EC7460","EC6891","QC25","EC6A1215","EC6349","EC7447","ECFB131","EC26A1605","EC6401","QC26","EC7586","EC6591","EC30A1671","EC4370","EC4654","EC4374","EC4565","EC563","QC27","EC6602","EC3751","ECFB60","EC4638","EC8365","EC4149","EC4536","QC28","EC4293","EC6132","EC7403","EC4302","EC6291","EC6548","QC29","EC6400","EC7597","EC6748","EC6101","ECFB123_2","EC4106","EC4265","QC30","EC4136","EC7372","EC6208","EC6752","EC4482","EC7360","EC7590","EC4781","EC7234","EC6459","EC55A2248","EC6902","ECFA125","EC8363","ECFC120","EC4493","EC6290","EC7577","EC7160","QC34","EC6299","EC8056_1","ECFB129","EC7536","ECFC18","EC6746","QC35","QC36","EC0552","ECA111","EC618","ECA168","ECA225","EC6840","EC6857","ECA004","EC0628_1","ECA162","EC7135","EC625","QC38","ECA222","ECA220","EC6953","ECA507","ECA201","QC39","ECA1088","ECA504","EC7570","EC0753","ECA1161","ECA301","ECA100","EC7031","ECA299","EC7470","EC6951","EC686","EC0356","EC7025","ECA195","ECA188","EC628","QC43","EC7143","EC611","EC7279","EC4A1168","EC6938","EC7084","EC7340","QC44","EC7139","EC620","EC6812","ECA097","EC0848","EC7511","ECA041","QC45","EC6843","ECA297","ECA176","QC46","ECA287","ECA125","EC7515","ECA038","ECA120","QC47","EC0239","ECA1143","ECA217","QC48","EC7392","EC7276","ECA214","EC189","ECA408","ECA212","EC0114","QC49","ECA121","ECA286","EC7384","EC627_1","EC6934","EC6907","ECFC145","EC7454","ECA107","EC6758","EC7355","EC7285","ECA573","EC7341","ECA327","ECA197","ECA169","QC52","ECA288","ECA642","ECA537","EC7286","ECA193","EC0858","QC53","ECA407","EC7183","EC7028","EC0466","ECA425","EC7282","EC6775","EC302","QC55","EC7507","EC735","EC7184","EC577","EC0830","QC56","EC0576","EC612","EC633","ECA110","EC0864","EC6945","ECA418","EC653","EC1A1079","EC711_1","QC58","EC0628_2","EC646","EC0681","ECA143","EC733","QC59","ECA103","ECA1142","ECA216","ECA024","ECA415","EC6851","QC60"
"M72T56",72.0807234,56.289,4148352.47878245,2925191.03014201,4984288.81955737,2837123.76082052,3540065.81765886,3105684.5695419,3431100.39705083,4331867.612504,4694344.50049007,3993400.65442676,5297363.90027668,5596276.39643066,3991113.85280976,3652867.82941327,4352987.59570241,4580359.66724892,4174852.20118896,5326109.67426127,2785274.66226267,5269375.99940827,4254557.15698411,4423394.89248332,4807692.35746054,4223073.42075408,4995176.02485971,4807265.70551672,4416094.36839035,5031833.86535046,5052784.13159879,5331509.91508507,4917777.6543017,4563682.95692966,4197514.87835763,5570752.71646131,6571930.64360864,5575955.37127108,5599757.0562237,6510991.52979002,5057988.72549708,6190841.26576493,5612068.04318701,6921118.4973453,7410120.15367455,9783221.43244469,8315449.50544959,6575389.20726264,4606416.12925276,4750900.32138992,4552957.21832637,3879496.93341957,3904739.62605349,1881985.9617144,2869769.19734928,2135815.57579162,2336513.37285746,3725954.87210215,2496137.1625428,3403701.68160121,3576924.00655696,2508092.9949797,2136396.91350911,2493078.71386606,4050676.52342398,3316457.66298805,2768735.71785187,2479533.40846178,3012073.05290054,3627801.25857132,4072170.5351876,2891950.29803996,2959119.72777156,3849090.77147205,3012637.43493007,2908354.73307831,3444347.48444304,3097170.42375001,2608010.54861057,3287138.44128479,2365105.15049513,7437398.72966148,7571166.38062094,4284182.39555737,5361093.21861304,6052817.92424687,5603225.98786501,3653642.60831835,4263924.03682187,5417563.46927157,3862742.56230628,5297851.95841847,7058664.24057009,5083039.42090443,4280112.43794771,5103181.90896315,4340211.06962914,3729019.57120095,4789799.37045826,5362058.63465437,3297614.62282945,3811901.20345297,4495913.6998667,4716587.34677955,4778231.12287759,3221045.72304738,2890459.77597958,3904091.27972501,4121744.09651784,4447236.34700858,3990822.46582663,4089466.68634012,4804792.48046208,5094774.50301387,4180240.85912169,4388804.15594292,5564383.92525237,4026487.3173014,5272307.40734122,5856795.791507,5520101.73476098,4904492.68026133,4470858.85610522,4897330.06815023,4188591.88001929,5636476.3731928,5290330.28133779,3249999.15706811,3564012.42191736,4118086.67534242,5566749.76019231,5638958.95065624,3878269.65201918,4335611.08269555,5707516.4773748,4188287.28458521,5878089.02245738,5472758.78265592,4663744.4279293,3531991.98409012,4095810.77067853,5839093.52650604,4437248.94579368,5475367.79574699,3575999.4430429,5169437.98061023,5086203.56587566,3987358.44643761,4051932.52952677,4775703.45480254,3779952.63134527,4312147.65052199,4874615.0824586,4844550.9968018,4001945.2326296,4602293.91482027,4139107.67116217,3876999.11942012,4048928.55600133,3539573.41548013,4817325.2824984,4634017.31911673,3265401.57007837,3549996.14896574,4348620.40801799,4050821.04337789,5600431.17396272,4608553.50426317,5773474.94693499,4578365.20002226,4320169.69144806,5448146.44794779,4168146.79854573,5075532.42805974,3927880.80771396,4544988.60090178,4072126.2501382,6194043.80031511,4144895.91552036,5855889.92279316,3769631.92723816,4360010.057502,4207670.36789147,4332041.61045491,3919310.32762199,5994437.60878253,4512326.13572038,4895076.68302044,4313712.51286848,3229827.4861917,3845221.77559755,6186853.61022265,4802559.43837376,3954223.32166262,5399048.25290074,5053580.52626289,4331625.53832097,3824496.52794533,5181406.00211819,5770556.82901059,5634686.72077123,4485614.1123458,3606849.20426068,4118714.99323694,4284336.28258754,4549157.72559855,4129023.28681599,3870117.8185826,4189385.2333392,4532593.35416588,4154133.93500115,3670969.67047362,5377324.65886091,4715534.68793497,4311968.58093782,3445413.37073684,3471534.28619841,4431941.39087165,4478034.56390178,4073936.98583097,3795465.02896136,4456980.16539734,3693878.76126754,4655719.14902151,3579468.91209662,3189936.68146695,4312120.6289072,3552473.28896353,4947124.47578684,3513376.61307092,3057720.49401046,4377701.85470196,3080279.32325147,4147778.13834847,4169069.81082607,3915532.55234242,3420709.6293326,4942574.90738363,5127969.93699338,5425696.28918164,5501471.10572677,3398326.48150131,3758160.86369414,3800708.91743241,4305550.86085992,3520339.65751054,4083532.04522599,4153304.58427899,3710454.2885302,4757253.72717238,4414168.61524023,4604164.82101386,5206008.5613606,4570407.6958372,5079032.9426824,4548134.36813449,3539770.81020283,4088352.23245241,3559042.16283435,3976980.99357427,4459205.79449898,3516178.00084081,3184788.68074887,4706141.18849445,3357889.65596108,5248108.05828688,4550700.9343287,2946512.30635727,4125730.01131973,2921224.32588691,4141271.03639946,4282147.13823254,4399798.04797009,4381365.9683219,3899100.99067679,3345092.42939731,3352831.26788284,4311262.23043766,4692343.23551497,3224729.31126137,4482972.58219522,3860440.12132899,3609363.64389521,4323152.8564421,3848950.58087673,3034981.78799296,3597138.5525895,4315881.46357297,3430659.78682889,3492083.93106192,4151371.18648066
"M86T94",86.096413305,93.78975,4435526.92045668,7191031.85143483,9018088.91850778,3732764.29921172,4067350.87909422,3607606.12476615,3813826.38851985,5061019.19864113,4154111.60851842,3680312.76513044,9854518.08819084,10860593.4842794,4246572.28575591,3793456.40383316,10508494.0353494,8800094.33742507,3839362.25242958,4488905.13209574,2650755.72953714,5938282.25131512,2570918.5953323,4887533.96186,5011808.69762511,5385211.05472324,5372196.33718529,9543651.1220651,4744168.87158006,5043345.52540214,6680751.84495485,5797023.15230712,5507701.73299597,5276516.17407205,5417866.96993574,7464690.79015519,6631735.12075689,6168483.32624545,6688330.86463942,6289212.28032929,5295898.2165168,5235313.09559033,5875693.16516521,7210248.49985548,12263700.9368109,11678423.3913931,3578648.33967349,2505180.88265498,2713904.98673264,3445381.4424663,2867011.50925393,2990274.87947869,3234758.84880561,1797238.32376137,2318130.61076465,3127537.94222747,2790290.42805496,3866718.45138372,2304741.22360302,3435400.77209841,3632193.1395508,2485383.72880161,3457428.09994218,2660014.11947986,4109320.2164208,4398689.8474433,2948467.71167406,3096169.71296618,3037834.2303428,4335998.56903116,4020989.31562687,2968476.96149748,3155253.43982732,2993078.53274915,2164170.78514718,2314377.42517841,2042221.14987576,3380333.42160102,1688033.25299298,3464398.75773939,1796179.52811643,2754791.81767803,2887459.17244449,3502516.21374972,4232933.7333033,3705232.99736569,5489749.97355854,4458413.85518341,3225543.1856529,4759812.80336683,3828685.96551419,3657432.1373834,5607561.9862296,3485578.59515768,4386645.76550804,3298333.73800468,3613259.40873048,5045064.87155248,4934970.25612583,3225705.44793854,4097462.20733001,1790602.22531956,1855518.36172933,5034876.95504834,3152034.97769939,4229318.2474895,2687303.58308464,4442926.55598365,4622377.38669337,4004100.45025493,3174199.44233474,3897615.69363761,4722302.88042955,2073691.09389083,3532668.18366268,5077543.04893054,2989879.04792704,4957929.79966396,6243417.30655052,3556348.94258927,5664071.38846019,2674306.33599927,2582899.94130787,4451598.25752103,4859689.74069738,3946452.66939828,2911994.17164202,3674489.52310571,3406572.65868648,3985116.47448323,3778255.01130198,3051423.47743392,3827882.87054451,1885312.23338157,3648333.37794211,4535073.12955678,3006755.32128999,3057753.00061908,2801449.98160276,2519950.80244365,3869545.76339988,4890368.11418663,2616220.66282472,4859410.11526641,2825906.61784708,3581723.56059699,4617914.46048774,3752740.81849154,4382888.91230754,3413438.49891861,4769699.76345317,4045674.66440293,4946280.84434714,4911431.12887199,4177159.27420059,3977905.32420926,4163753.04608947,4423765.22379739,4060760.94448558,3113223.58065852,4173492.69053918,4463767.7132587,2618914.11589617,2993662.01039653,4393933.72042025,3647558.36119744,5461171.24014712,4383061.92565832,12861861.1390753,4392916.81598152,4392268.40332578,10293641.9857882,4424365.00827352,4898275.23632154,3275240.36491853,4918668.95416112,3626366.14206483,11985396.1152987,7757679.56039374,5550707.70693538,3319834.98146295,4149697.19840523,4343639.5509839,4032997.25982207,3980024.51278285,10139554.3128111,3996622.39717162,5456899.5223779,4490839.37600832,2907142.39610172,3440245.57158739,10858542.3465134,5241937.27462562,3239438.65192106,8622130.16840969,4784379.06984643,4412846.82275857,3792487.00032939,5060055.6821565,10209775.7128409,4487577.47760115,4718623.5076306,3316477.6377988,4678272.75666518,4390179.54650557,9207414.75614228,3714107.27160727,4613081.35507769,4435526.92045668,4514507.24156761,4190569.50765234,3554657.59108751,10364873.0347668,10256071.9723249,4472326.64415298,3669916.16673564,4029706.95445543,4439814.24698858,4408701.4385559,4651793.91023011,4288250.72091654,4341727.17921819,4211211.23921856,5107045.13328323,3769915.6243055,2782940.31740939,4697712.14170853,3928573.64636748,9158834.68581204,4172354.93962491,3463710.42414341,4367326.73993848,3433930.41318562,4393897.29886916,4363989.222858,3959535.85467965,6560270.32429386,5113471.90073152,5390632.74457759,5126216.59417541,5608116.37141382,3302098.84068866,3940067.34190398,4049200.94827307,4543841.26311617,3258934.736499,4117471.9681761,3355771.14545079,4175210.38642177,4542724.13696367,3811661.12829448,4393119.60989025,5285991.89515273,4279240.43576901,5254907.54998983,3800901.95040174,3628691.48898397,3930973.82777237,3291070.40708158,3469102.45227545,4469338.90086242,3168113.10289012,3058573.27347541,1326211.9533121,3992757.48225045,5415064.87093772,4526083.46990875,2847387.07243592,3711091.33660814,3368162.41741488,4494525.12603404,4423348.36044243,3745838.54690849,8736525.79181934,3911793.31879136,3775513.74599434,3500620.18195029,4428650.40549058,4488418.33096934,3175041.96666299,4335698.76515146,4142553.99778916,5035778.00579825,4384471.05343049,4105153.24947232,3354964.60917982,4275268.58377248,3872623.61525493,4063800.38333395,3286658.89741748,4371542.76010939
"M86T75",86.096511545,74.604,2261354.44500911,1491100.79564342,2005859.42554282,1858064.82539925,2981435.19277378,2308855.56700486,2363139.67304838,3734872.69658497,2758012.92584229,2406351.39768857,2237030.1048451,2909681.68697439,3012230.09169509,2424946.87882216,1749563.01550615,1880767.46026589,2453560.46940776,3942484.61230087,1615994.49136474,3482471.93105358,1368115.31038961,2553618.45653692,3341310.90583786,3382599.01757675,3194543.61268664,1743110.11894993,2833712.19099196,3888407.42525102,5047588.05729405,4085671.78735333,3747905.71816512,3491309.49251911,3361048.4173082,6171080.14662082,3898782.69960309,4457539.46100195,4607019.68563412,4151159.18680945,3638611.44760824,2771812.46206098,3606919.47860745,4518258.35807014,1748195.18934726,1861905.10498949,3109725.00332844,2829881.93150668,3049266.94546615,3050232.56187846,2736933.54206631,2718165.82145023,3551697.90580712,1287398.19843092,1601072.63091198,1912772.81826194,1979167.23723206,3803895.04842705,2254970.09810443,1784105.15054668,2888703.65452321,2205065.70357701,2025597.55557377,1837290.85133523,2020474.33029626,3177080.79391283,1784348.41865386,2485183.84607596,2081569.95409765,2815613.84448409,3062356.38500891,2168301.00579178,2378190.543302,515158.931361601,1665126.13077515,2392770.63624026,1887973.13438418,2916958.07669071,1389689.460579,493156.34931674,1693913.90436072,3251227.5623618,655690.118293328,610441.32644792,3394964.23566698,2932885.22594173,2922213.40421104,2035849.64220622,2140663.29923148,653430.965258856,1894012.64673075,2437383.2939917,4169270.44921816,2676171.80135285,2514274.23125805,2760103.52223615,2576258.84288039,2452626.87715561,2498349.93683383,3809824.12579696,2760582.7229194,1586043.40423926,1955994.84566574,3948995.19776478,3475998.83697369,2501431.8089074,414446.992687966,3236346.94276663,2711747.28845546,578826.749520824,2682062.01221937,2139773.33522712,3280674.80263923,622432.220716495,1876289.8776661,2675062.92815897,2791936.5692766,4240872.09867434,757426.897980932,410557.358257225,760765.41402348,2359093.11938679,2297895.3394874,2648291.89599958,2703738.33115886,3216063.10672899,1909582.20278051,2316867.02618142,2004304.23603821,2299296.12399587,3133110.17603534,2818992.67636722,1923418.56735347,1954759.13297241,3639017.53845654,3404783.35381488,4104122.21288188,2717755.01725795,1499634.40814775,1782440.97136389,3127737.55339086,3747723.57647577,1644676.54369294,2692966.73639662,1812617.27241963,3226402.36286938,3604270.88201074,451260.808167369,2660388.3826002,2547104.26117307,2811977.43743646,2930185.69473468,2578105.2603188,3734333.42867166,3409452.09458565,3658477.96228949,3192297.79746556,3135427.22950002,2390912.82518888,1958517.2011159,3215364.8256278,3361157.10262423,1494872.40960428,2336183.55881333,2760582.7229194,2646462.37257079,3966959.27583209,3010305.67230709,3293111.52414833,1887088.16362705,3184554.91125435,3388411.93425301,3102141.63141134,4128895.7217743,2364170.80232341,4158672.07491924,2959522.06057265,3683503.25424874,2032240.88879811,4533048.6471975,2501378.67804298,3137943.95240969,2937059.63767617,2399213.49119187,3075503.8799223,2899667.71380572,2951156.70391532,4466640.54983064,2756174.51326228,1980665.6763326,2758220.27817945,2660232.28613992,3647722.1773446,2601277.94149336,2614069.9743949,3369871.06820247,2940571.44721691,2531847.91090989,3586500.16859621,2383610.89300453,3895997.91461026,3982599.51539477,2479357.84905326,3048952.84171637,2756153.07190568,2945977.89832312,2809395.7561224,3929343.66760158,2818367.06809061,2705117.82404941,2997682.68563308,2846609.87832635,2958542.40761269,2733020.34601197,2963040.72005037,2526467.50091668,1980202.85195249,3283487.75079788,2819237.1279393,2070199.76963693,2822153.66330702,3073810.12041968,2901984.53266485,3805778.56491561,2896536.29341607,2203977.69191347,2465638.60107514,3015053.75091447,2601010.81893251,2608245.63530839,2307047.97098743,1850164.86082423,2136465.99653277,2913149.05774261,3639313.31089168,2582405.03447566,2651294.48259425,3819690.26993004,4559703.3652991,3620036.1474003,3328794.25582144,2061960.59030845,2861794.89909946,2897752.53273941,2753007.21523856,2057930.62555867,3133358.76562018,2798625.1999411,2967184.15357861,3393756.06942107,2913949.15688403,2854437.14866251,4147250.85201693,3121794.11533171,3118750.34982206,2332456.2831646,2776633.53557328,2470152.66319081,1999559.78887955,2744041.9252006,2751994.90728321,1748129.58354249,2040581.13129523,2848976.2422893,3097670.9649425,4245470.70772793,2754569.26711866,1871346.19882992,2367508.93454882,2830422.68512193,3009589.91774182,2845756.24326405,2404151.74303455,2734923.01112751,2639406.01570905,2306241.17082742,2001049.79683523,2823176.19307619,2648438.6895274,2467170.46625793,2874336.91920222,3103319.97406888,2802835.22359859,2872926.01936834,3104045.31042701,2323373.71165284,3292180.05393395,3018885.0373719,2107540.53738334,2362180.19909729,2623824.10070882
"M90T654",89.506999375,654.223,845636.7387104,785470.795408238,938200.315721271,1035341.11784505,1233795.4946959,1183003.26091775,1164615.2279402,1791817.03382753,1573473.918362,1564505.60929886,1518985.12485176,1571540.37865751,1325016.64675586,1375689.24575895,1460532.33469461,1470725.70765644,1472567.59619403,1345210.26987534,1385045.49339543,1220445.17219825,1429299.65483992,1248104.66975117,1557746.83825464,1324545.75192952,1273051.64072378,1477397.72082158,1421848.12126126,1252085.59287931,1309764.37405696,1390140.39325958,1276992.06654962,1268821.81520626,1308843.75240737,1345736.86858251,1353878.55446484,1492607.31661961,1461755.09733731,1742483.43788976,1419555.58355838,1505656.60808275,1913745.32730067,1704972.23433646,1886758.60508931,1662884.56092968,1647083.63833892,1626738.16697588,1593016.09468173,1367537.66258218,1715224.44565441,1671276.51615693,1467931.47210158,1241538.42084933,1332147.67672404,1453590.4730519,1337660.82822714,1252968.28301188,1725923.96396448,1477506.89060087,1283827.89578272,1261804.08903367,1424622.85671978,1273457.26266663,1489496.09957039,1409655.71208058,1409671.47968408,1571560.9755837,1616705.76463173,1458045.85946829,1340274.3825769,1369005.18287292,1405949.01038866,1315149.03487448,1182296.44152169,1199560.92502525,1514524.74391054,1363927.00955117,1414828.84776875,1226709.74325736,1291689.38507199,1508847.70035114,1658455.43985643,1883535.53199508,1506796.02699429,1770255.44926688,1121324.89604123,1482389.19659369,1530741.27088985,1346189.47431031,1502226.64270792,1447357.55515644,1463167.48017385,1234225.58303233,1452623.32213311,1424467.97718711,1709985.98656254,1459663.23493334,1349158.34244405,766427.062425276,1207415.8426001,1269081.76770453,1308238.20497486,1356453.50225827,1217544.11595388,1419910.47188013,1279070.20593363,1204917.00901924,1296430.7981014,1194196.03191133,1256626.30491498,1288350.97269931,1326747.31499646,1462904.1943268,1191509.50730313,1305932.0028161,1291112.59700936,1359687.11317348,1406782.4789984,1259433.95861534,1249201.56678936,1380707.56604947,1444768.85339521,1374789.02655126,1273336.7333318,1349188.99824185,1305477.01161944,1224826.45098343,1241797.86219474,1275406.55669656,1311857.30537581,1349890.57323261,1260255.34838191,1272684.43533789,1401054.66690002,1318865.49913081,1261685.71413898,1271838.56857312,1279559.68967778,1483931.75489757,1300388.90077327,1256608.9679461,1416638.5100792,1281295.38720997,1356252.60251063,1358853.52449289,1191568.34624087,1252754.82293178,1304826.98102425,1237273.51104667,1310419.02563125,1391051.77960936,2176144.73233171,2395880.11853323,2530229.37757441,1942641.75703505,2256041.35704263,2027285.13277437,1815125.26670022,1825909.59938785,1571711.35530248,898087.514963955,321914.960701046,1450804.47852089,1641604.26278966,1385996.55637924,1454894.68014751,1532865.97878962,1443280.91379681,1713348.08573931,1548289.66247682,1894278.01000489,1458252.87013234,1578306.1449153,1647929.52499502,1414690.90183674,1314271.60544836,1420741.68990015,1581472.80314846,1334311.35624989,1454765.62384389,1670187.41430627,1556820.13347141,1566533.1110058,1652947.84677175,1234380.42575694,837468.64501644,1414906.96684518,1458641.35033686,1524337.89848327,1644368.4707265,1940866.18310397,1480040.12781669,1409186.25078202,1366920.61997403,1611161.90742935,1307919.14677283,1524054.50785426,1478129.21660006,1686159.78927528,1505875.12651455,1559030.78935683,1534324.91351662,1592734.65714431,1397782.2221059,1815946.88744418,1644498.54611936,1625541.6098674,1640741.67742921,1749864.88005319,1404294.54732322,1494316.03192637,1722183.67293516,1657971.80060216,1777379.46148738,1880242.75822425,1764425.50967539,1652387.42054857,1715414.354567,1518147.89249274,1652645.9653634,1867204.8749898,1647315.66814195,1444452.07600746,1377665.16835285,1281766.89683701,1390318.14688611,1534062.93137948,1332694.5739526,1681074.08264403,1296182.73907654,1320366.28792786,1551475.54440827,1639715.4281183,1350374.32882326,1822246.65208906,1815137.83546905,1593623.58581528,1725332.43018784,1468135.55848302,1200363.49530516,1575087.00582052,1525321.47237411,1561970.7345109,1419555.58355838,1595929.60640855,1760293.70595028,1583845.45006886,1447863.53511882,1490982.25821611,1408325.48291328,1584755.20000093,1706998.75946432,1098135.54499296,1443112.71852612,1383795.29323365,1604573.92417371,1584073.3757168,1591306.86545508,1503832.34691104,1440667.53894482,1605699.0986401,1382476.41846802,1570600.05217237,1395676.02765648,1250911.33268251,1374069.23983952,1519802.0340219,1172278.42358433,1025786.11593366,1227007.29745496,1470049.40661575,1546394.01827189,1580340.8536932,1086913.01521134,1330791.53029319,1289168.26019772,918610.145066342,1366195.54350266,1477260.61389409,1525304.39947573,1535620.42477725,1401541.63305751,1467795.53968813,1523530.82085739,1354818.81066026,1428664.23671995,1223940.59620295,988291.081636484,1315294.8171907,1079166.49122297
"M100T151",100.075727,151.31875,8165896.28259011,3360854.00849849,9838044.06473362,2877296.57210612,17614063.3677619,3775624.63957533,14457535.032174,10125593.1463025,20053427.5844128,10938993.9041658,4999353.42493121,4525809.3170249,7902163.15850717,2066897.76050741,2042817.80508375,2931719.0352717,8549757.85746013,17211959.2466593,2584539.52112107,5579952.26020895,4963433.58934416,11613998.3943717,8613162.25492833,5683643.18333888,3541657.07828449,1565524.22378004,8534736.63446961,3774064.2962391,9256923.30771079,5164734.93853894,7645688.17774976,12565267.041605,8430398.56230145,958098.127049985,5041719.13606497,11014020.6961382,2606885.7644565,21029509.2896337,8546367.24282723,1685422.77099483,4440049.77974354,19559764.2286289,3098628.97587634,10768866.767495,10431618.7932607,14178416.2871632,1178631.83811687,31371367.7557487,1291623.3914959,8246758.90749832,14463255.9993156,10655085.2890676,6106615.62283173,568614.766269032,2152238.93457703,541343.371767506,1816013.01760956,6014863.86979869,12014711.1096295,5276905.74043633,6600174.63827228,9615293.93977084,7767852.33035464,5462008.20321596,2117253.66020572,5024753.56979109,8233577.75512363,8545789.11136243,17603506.9364538,15657432.785308,16028909.6752849,1483410.92685632,6512685.79452182,2053383.01397362,2585377.16154271,703460.052532666,2508430.63558398,1634821.09696057,8610802.55092472,2918359.36958279,14346715.8508743,1986009.79434781,8724362.42565516,3349539.22257679,9945816.28808926,1708936.62202944,3648987.51306592,13114797.3872967,22466605.5842037,8408962.37202977,8920576.13485265,8144448.25577351,4653661.17309966,4603932.73592164,25253719.7012406,4465170.2506061,6337138.70732894,16846626.1010494,8132100.47440083,12343883.9444091,6936446.4039561,8953767.63051683,1786167.50295307,5607693.79762691,19657147.1334705,4726824.66980046,8168283.05388315,11951756.4757418,3816892.46015726,1361414.93672239,10166135.7198315,5708938.32572459,13764726.6996578,8388836.73417993,1019121.53164215,22574131.8919962,24413819.2449633,14036201.4715898,5043607.83382395,7319409.75695032,660275.817828606,8609269.56333937,2484903.88579218,14109764.790875,10579039.1739336,22211880.8984821,1377648.41460786,3798852.26284865,10498136.8875337,2510140.23260519,1747677.94101651,5731856.79124982,2517590.84807634,3705419.64026292,1165251.77532152,5453471.48381563,1520213.47380723,5080518.3909805,643815.360909868,4173369.25296704,5307771.96596578,8849758.08419274,5690759.64893886,5539876.00991027,813204.636971586,3081164.86097032,12055377.4197368,8013965.21498301,8924533.98810594,8620355.67584213,5938398.08353176,22284780.7789396,5425540.78492906,2354925.8502469,1734878.19263201,12526288.1699741,3314128.80121947,9874495.41308854,1830399.9018695,1731549.15461903,1979506.33322861,1155692.29943094,8494237.5759101,5322018.59517308,13703541.2652362,1727731.03635619,33840894.1533242,1836150.66308972,8544297.13149387,8519507.59879512,6266156.48315372,3209914.56719738,17337046.6622252,28621506.3830426,4982070.85664044,6311520.49654516,4346131.68840799,6072176.552168,6839363.45309724,841814.714128669,2739313.32251443,20065765.4395968,10934831.0369927,219543.452948555,12195270.2399267,10007897.8273336,8575534.17613129,1368859.74320543,8860048.64079555,5221286.95461762,541823.242858142,2110801.32540815,25408356.27354,4410104.17769529,8552000.50061251,2274500.10805606,18767673.951086,7384655.9113402,16954375.7168162,6118689.70432509,2456441.89899106,4371146.02994565,8465508.05008059,1644516.33709671,9394506.61902715,10241555.6927856,8414730.82619469,4125958.19000082,628257.366323885,3986346.96249977,1809435.01595119,1160557.22841508,8414528.31367643,9369732.97801251,5174953.11705739,15848235.1138536,8554146.95828414,2154761.9717568,3722160.74715191,11444720.7365609,5248642.32153273,515881.317900867,3324137.74714303,7076529.19173061,8411779.28031217,1282900.95637333,911230.980503148,4078183.75217167,2744674.46104061,1031475.059458,6466959.65923712,3816383.56181964,10962751.5820978,9248468.59309817,5557368.9373479,5992193.01237887,5344490.76842966,12585579.1129797,355002.760002559,1845761.71319658,966440.010820396,6624237.02224787,8011655.6284974,13006297.323049,5929037.03032835,8706662.84639774,4204513.8010091,15018438.6087891,4204425.82466528,8404001.71732559,15913670.6721471,6491247.68572117,3384837.85565224,6345183.90661202,12637163.1836648,4092395.79980644,14450859.9848033,7089788.1629927,8285930.87895938,2136510.24431161,8913320.04329191,298731.507127541,7930951.02863926,5292889.4991426,8771631.49233599,964969.675139445,6851582.37413306,1851565.75060761,6201627.68391052,3210600.68539364,1693598.96110563,3040604.4833473,5823198.94344843,3714320.10236152,1138527.22691017,9032180.62278674,1544317.50138332,1398962.70276848,4582785.73851902,10565112.7128225,21553334.1948782,8465214.10587283,3097637.61282322,6094656.69085434,3659443.62939291,5652139.54197899,519993.950028243,1469129.94697511,8408231.58554909
